Run,Time,Completed,Visited,Terminal,Loops,Branching Factor,Branching @ 0,Branching @ 1,Branching @ 2,A Power,B Power,C Power,A-X Position,A-Y Position,A-Z Position,B-X Position,B-Y Position,B-Z Position,C-X Position,C-Y Position,C-Z Position,Terminal,Depth,Step,Estimated Path Length,Estimated Path Nodes
64,0.00388813018799,True,2,1,0,0.5,1.0,0.0,0.0,0.14236479488,0.0602278445588,0.797407360561,0.38977867172,0.520894669861,0.186355691402,0.0532525230182,0.879300906861,0.269610711867,-0.493560793531,0.979311671895,0.950047444475,AB C,1,1,2,A B C,AB C
65,0.00288105010986,True,1,1,0,0.0,0.0,0.0,0.0,0.440245501165,0.365099094803,0.194655404032,0.664072055151,0.690301294926,-0.855678412978,0.594950182755,0.206850179976,0.186155817312,-0.126697839699,0.661783557299,-0.883313460383,A B C,0,0,1,A B C
66,0.00285506248474,True,1,1,0,0.0,0.0,0.0,0.0,0.574421325806,0.24646929135,0.179109382844,0.93264476103,-0.0372393550295,-0.0329306807201,-0.0285262052831,-0.194945002476,0.682609140676,0.791101000709,-0.861409793875,-0.177873617662,A B C,0,0,1,A B C
67,0.0038948059082,True,2,1,0,0.5,1.0,0.0,0.0,0.0950031831677,0.689168212278,0.215828604554,0.98758610835,-0.395434104689,-0.432436480546,0.571578395772,-0.142129685488,-0.382961837476,-0.146123146129,0.119619009322,-0.247870501184,AB C,1,1,2,A B C,AB C
68,0.00389409065247,True,2,1,0,0.5,1.0,0.0,0.0,0.489960057681,0.226348203511,0.283691738809,0.259367209675,-0.900187201006,-0.354405239152,-0.330922304034,0.437767107683,0.220952897573,0.168688969867,-0.255144619886,-0.224857074253,AC B,1,1,2,A B C,AC B
69,0.00286412239075,True,1,1,0,0.0,0.0,0.0,0.0,0.445738376341,0.248398041505,0.305863582154,0.498657542986,0.312858962477,0.842934008241,-0.0155732558834,-0.784241650944,-0.461344186637,-0.196974750951,0.0945095459688,-0.306140129764,A B C,0,0,1,A B C
70,0.00280499458313,True,1,1,0,0.0,0.0,0.0,0.0,0.568354218097,0.172385282036,0.259260499867,0.523291888907,0.310811421757,0.318345497896,0.594488338557,0.448376069972,-0.609682548456,-0.0612494792708,-0.811704117229,0.138202165143,A B C,0,0,1,A B C
71,0.00286889076233,True,1,1,0,0.0,0.0,0.0,0.0,0.261083346507,0.247212833887,0.491703819606,-0.491280539987,0.405766468358,0.693211621908,0.976928138133,0.0440581968112,-0.852310613624,-0.999857509679,-0.339548960909,-0.617267024267,A B C,0,0,1,A B C
72,0.00440311431885,True,2,1,0,0.5,1.0,0.0,0.0,0.046514869172,0.928613610579,0.0248715202488,0.374509489905,0.819397253403,0.155672868025,-0.33537248022,0.00342149019361,0.349474343537,0.886171168011,0.610377271745,0.397373569833,AC B,1,1,2,A B C,AC B
73,0.00395703315735,True,2,1,0,0.5,1.0,0.0,0.0,0.333205846944,0.1708592975,0.495934855556,-0.936580372906,0.105879598166,0.523008467171,-0.692034652484,-0.290949813575,0.823840888785,-0.193069698361,-0.119081904767,-0.292205857116,AB C,1,1,2,A B C,AB C
74,0.00287508964539,True,1,1,0,0.0,0.0,0.0,0.0,0.259759152966,0.00667475018203,0.733566096852,-0.974511836812,0.0752515051584,-0.614921756078,0.859657532564,0.063930473443,-0.74523354175,0.150137560101,0.357570350021,-0.110960076335,A B C,0,0,1,A B C
75,0.0028932094574,True,1,1,0,0.0,0.0,0.0,0.0,0.249603687971,0.591572665849,0.15882364618,0.390616381631,-0.420405925196,-0.931951192408,-0.679096977864,-0.492480572382,-0.130719119621,0.605843632052,0.896575671542,-0.205873365839,A B C,0,0,1,A B C
76,0.00417494773865,True,2,1,0,0.5,1.0,0.0,0.0,0.492432632499,0.360248003779,0.147319363722,-0.0429106433825,-0.340325513113,-0.765105804816,0.317733496182,-0.634880596757,-0.810963872358,0.69935014453,0.656980502622,0.383690584109,AB C,1,1,2,A B C,AB C
77,0.00288200378418,True,1,1,0,0.0,0.0,0.0,0.0,0.337882934398,0.341856349779,0.320260715822,0.560294381166,-0.131273140883,0.737324717522,0.905410798285,-0.63898078805,-0.0300858431672,-0.795984879289,-0.0808380079303,0.507362976525,A B C,0,0,1,A B C
78,0.00389194488525,True,2,1,0,0.5,1.0,0.0,0.0,0.121307647841,0.441493574473,0.437198777686,0.56240280056,-0.190144302658,-0.957432259655,0.421401468885,0.360605815862,-0.851641549073,0.602034773166,-0.34081869568,0.874723832481,AB C,1,1,2,A B C,AB C
79,0.00287294387817,True,1,1,0,0.0,0.0,0.0,0.0,0.103406134293,0.116375340257,0.780218525449,-0.442790334093,-0.336235249773,0.744972321435,0.17726591466,0.504583793931,-0.954565626623,0.690220456037,-0.891129737229,0.113027383857,A B C,0,0,1,A B C
80,0.00320196151733,True,1,1,0,0.0,0.0,0.0,0.0,0.466043584415,0.491493186689,0.042463228896,0.722491811307,-0.511586253821,0.00922881755819,-0.412813713013,-0.226657410489,-0.054011860657,0.167837612236,-0.667902300699,-0.908493701513,A B C,0,0,1,A B C
81,0.0141549110413,True,4,1,0,1.25,2.0,1.5,0.0,0.0765567036122,0.534443767455,0.388999528932,-0.0552328968469,-0.299362246788,0.769687901441,0.158918038705,-0.712640961148,0.708845752105,0.17565586331,0.0725146761645,0.353552309598,ABC,2,3,3,A B C,AB C,ABC
82,0.00285816192627,True,1,1,0,0.0,0.0,0.0,0.0,0.681444235061,0.192934816543,0.125620948396,0.532852240486,0.674543020675,0.978521870659,-0.525790643567,-0.866180530272,-0.697074855979,-0.689310786001,0.25655926274,-0.19251374689,A B C,0,0,1,A B C
83,0.0128729343414,True,1,1,0,0.0,0.0,0.0,0.0,0.979554529221,0.000678133610488,0.0197673371683,-0.750590040591,0.0280942271426,0.920003574264,-0.101441479109,0.663400789362,0.491056666632,0.736115646076,0.836152764497,-0.730199381726,A B C,0,0,1,A B C
84,0.0044469833374,True,2,1,0,0.5,1.0,0.0,0.0,0.350269769555,0.202863784195,0.446866446249,0.246358504277,-0.0545374823538,0.978237240933,0.230476472226,0.600797543803,-0.607310867504,0.444833377433,0.900428552312,-0.577727821815,A BC,1,1,2,A B C,A BC
85,0.00424218177795,True,5,1,0,1.8,3.0,2.0,0.0,0.306763924513,0.368268667385,0.324967408103,0.314906060604,-0.288943618638,-0.271036752482,0.645885131659,-0.234554727782,-0.177206376041,0.638362175958,0.00856529886003,0.0954393504254,ABC,2,4,3,A B C,A BC,ABC
86,0.00290203094482,True,1,1,0,0.0,0.0,0.0,0.0,0.647880926098,0.208352522012,0.14376655189,0.193643444927,-0.140418956633,-0.807549808514,0.439031690936,-0.715460813986,-0.320905972494,0.90446127334,-0.0477357634832,0.976487802902,A B C,0,0,1,A B C
87,0.0155611038208,True,2,1,0,0.5,1.0,0.0,0.0,0.432647725173,0.431373493212,0.135978781614,0.941181892965,0.304530554436,0.356426192007,0.603715339229,0.589938298457,0.278711772316,0.344604069239,-0.106897273486,0.685217782335,AB C,1,1,2,A B C,AB C
88,0.00291109085083,True,1,1,0,0.0,0.0,0.0,0.0,0.237459905788,0.357906539233,0.40463355498,0.872191103198,-0.767786696512,-0.590412367554,-0.440005539504,0.461829488448,0.323419419734,0.151492387556,-0.153568430077,0.0640014454289,A B C,0,0,1,A B C
89,0.00394105911255,True,2,1,0,0.5,1.0,0.0,0.0,0.388806388839,0.191229319188,0.419964291973,-0.16195783513,-0.637480778355,-0.455541134605,-0.947285198485,0.76576571531,-0.211244131699,-0.306766092392,0.939159848781,-0.406883701327,A BC,1,1,2,A B C,A BC
90,0.00284719467163,True,1,1,0,0.0,0.0,0.0,0.0,0.762575893803,0.229606110863,0.00781799533415,0.155872597812,0.892613636144,-0.674595943578,0.71652749154,0.636993451027,0.576580585651,-0.497426191573,0.0649536825574,-0.311412217142,A B C,0,0,1,A B C
91,0.00290203094482,True,1,1,0,0.0,0.0,0.0,0.0,0.194003245514,0.0339455332836,0.772051221202,-0.21236702813,0.444466927075,0.977904556085,0.121785175601,0.160362271975,0.0726956557867,0.793655932265,0.112645298108,0.567275392872,A B C,0,0,1,A B C
92,0.00283098220825,True,1,1,0,0.0,0.0,0.0,0.0,0.252839986677,0.251172692572,0.495987320751,-0.641920430956,-0.282316387873,0.717793298928,-0.353889718527,0.767300760315,-0.0974865426525,0.742427652539,0.883070306103,0.969136742009,A B C,0,0,1,A B C
93,0.00392818450928,True,2,1,0,0.5,1.0,0.0,0.0,0.190345267792,0.596913754978,0.212740977231,0.588171839645,0.104642826856,-0.0779462960995,0.177448836381,-0.694549814298,-0.985263301617,0.347197006781,-0.0154822808748,-0.458682667381,AC B,1,1,2,A B C,AC B
94,0.00288200378418,True,1,1,0,0.0,0.0,0.0,0.0,0.241147181914,0.166785310803,0.592067507283,0.232880465024,0.455328415125,-0.941022623511,0.901400249825,-0.435916815948,0.637027798095,0.0203947171938,-0.864784215072,0.331745565478,A B C,0,0,1,A B C
95,0.00420618057251,True,2,1,0,0.5,1.0,0.0,0.0,0.274461804221,0.556791511322,0.168746684457,-0.664755488705,-0.722475715373,0.98970034031,0.0838314076209,0.325016388733,-0.671561032476,0.151454744344,0.0661052614097,-0.00519986224888,A BC,1,1,2,A B C,A BC
96,0.00289392471313,True,1,1,0,0.0,0.0,0.0,0.0,0.499203273833,0.315739669422,0.185057056745,0.807351034192,0.694954615947,-0.492980369634,-0.449875746489,0.327928069372,0.193798320417,0.782891535974,0.185754867943,0.411596349197,A B C,0,0,1,A B C
